,Link,Address,Beds,Rent
160,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,5100 S Cornell Ave,Studio - 2 Br,"$720 - $1,276"
161,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,2150 N Lincoln Park W,Studio - 2 Br,"$1,050 - $2,600"
162,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,1030 N Dearborn St,Studio,"$800 - $1,100"
163,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,4750 N Clarendon Ave,Studio - 1 Br,"$860 - $1,160"
164,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,333 E Ontario St,Studio - 2 Br,"$1,404 - $2,865"
165,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,525-537 S Dearborn St,Studio - 2 Br,"$1,325 - $1,995"
166,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,730 S Clark St,1-2 Br,"$1,716 - $6,182"
167,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,215 E Chestnut St,1-2 Br,"$1,600 - $3,545"
168,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,6401 N Sheridan Rd,Studio - 2 Br,"$950 - $1,595"
169,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,5240 N Sheridan Rd,Studio - 2 Br,"$925 - $1,500"
170,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,4050-4064 W 115th St,Studio - 2 Br,"$580 - $1,290"
171,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,901 S Ashland Ave,Studio - 2 Br,"$1,290 - $2,315"
172,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,40 E Oak St,Studio - 1 Br,"$1,090 - $1,680"
173,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,670 W Wayman St,1-3 Br,"$1,875 - $8,604"
174,https://web.archive.org/web/20150325123036/https://www.apartments.com/chicago-il/5/,1117 N Dearborn St,Studio - 1 Br,"$1,050 - $1,700"
175,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,5009 N Sheridan Rd,Studio - 2 Br,"$1,239 - $2,100"
176,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,4334 N Hazel St,Studio - 2 Br,"$1,205 - $2,985"
177,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,300 W Hill St,Studio - 3 Br,"$1,064 - $1,519"
178,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,5254 S Dorchester Ave,Studio - 2 Br,"$849 - $1,140"
179,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,1940 N Lincoln Park,Studio,"$1,025 - $1,035"
180,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,2470 N Clark St,Studio - 1 Br,"$1,492 - $1,819"
181,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,441 W Oakdale Ave,Studio - 1 Br,"$1,495 - $1,615"
182,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,515 W Briar Pl,Studio - 1 Br,"$1,225 - $1,345"
183,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,5650 N Sheridan Rd,Studio - 2 Br,"$995 - $2,000"
184,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,869 W Buena Ave,Studio - 2 Br,"$850 - $1,750"
185,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,1380 E Hyde Park Blvd,1-2 Br,"$970 - $1,402"
186,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,6104 S Woodlawn Ave,Studio - 1 Br,$628 - $995
187,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,5240 N Sheridan Rd,Studio - 2 Br,"$915 - $1,232"
188,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,5500 S Shore Dr,Studio - 2 Br,"$929 - $1,679"
189,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,4600 N Clarendon Ave,1-2 Br,"$1,175 - $1,300"
190,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,1030 N Dearborn St,Studio,"$1,045 - $1,055"
191,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,1 E Delaware Pl,Studio - 2 Br,"$1,520 - $4,140"
192,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,7427 S South Shore Dr,Studio - 2 Br,"$621 - $1,250"
193,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,1030 E 47th St,2 Br,"$1,195 - $1,280"
194,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,2150 N Lincoln Park W,1-2 Br,"$1,550 - $2,600"
195,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,10 E Ontario St,Studio - 2 Br,"$1,550 - $3,200"
196,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,445 E Ohio St,1-2 Br,"$1,521 - $2,377"
197,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,420 E Ohio St,Studio - 3 Br,"$1,730 - $4,600"
198,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,7100 S South Shore Dr,Studio - 2 Br,"$669 - $1,200"
199,https://web.archive.org/web/20150905085746/https://www.apartments.com/chicago-il/5/,670 W Wayman St,1-3 Br,"$2,145 - $8,604"
200,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1901-1907 W Wilson Ave,1-2 Br,"$1,100 - $1,515"
201,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,525-537 S Dearborn St,Studio - 2 Br,"$1,325 - $1,995"
202,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,536 W Addison St,Studio - 1 Br,"$975 - $1,195"
203,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,445 E Ohio St,Studio - 2 Br,"$1,367 - $2,462"
204,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,5100 S Cornell Ave,Studio - 2 Br,"$723 - $1,278"
205,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1649 E 50th St,Studio - 3 Br,"$980 - $1,865"
206,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,639-655 W Grace St,Studio - 1 Br,"$825 - $1,450"
207,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,215 E Chestnut St,1-2 Br,"$1,600 - $3,545"
208,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1030 N Dearborn St,Studio,"$800 - $1,100"
209,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,222 W Erie St,1-3 Br,"$2,271 - $6,365"
210,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,2933 N Sheridan Rd,1-3 Br,"$1,485 - $3,020"
211,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,2756 N Pine Grove Ave,1-2 Br,"$1,425 - $1,925"
212,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,333 E Ontario St,Studio - 2 Br,"$1,429 - $2,965"
213,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,4750 N Clarendon Ave,Studio - 1 Br,"$860 - $1,120"
214,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,510 W Belmont Ave,1-3 Br,"$1,325 - $2,100"
215,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,40 E Oak St,Studio - 1 Br,"$1,090 - $1,680"
216,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,233 E Wacker Dr,1-2 Br,"$1,504 - $3,381"
217,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1660 E 55th St,Studio - 2 Br,"$900 - $1,668"
218,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,2628-2634 N Hampden Ct,Studio - 1 Br,"$1,070 - $1,315"
219,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,2150 N Lincoln Park W,Studio - 2 Br,"$1,050 - $2,600"
220,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1117 N Dearborn St,Studio - 1 Br,"$1,050 - $1,700"
221,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1935 S Wabash Ave,1-3 Br,"$1,610 - $2,805"
222,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,65 E Scott St,Studio - 2 Br,"$1,179 - $2,195"
223,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,5600 N Sheridan Rd,Studio - 3 Br,"$790 - $1,800"
224,https://web.archive.org/web/20150411092130/https://www.apartments.com/chicago-il/6/,1260 N Dearborn St,Studio - 1 Br,"$1,050 - $1,800"
225,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,6512 S Champlain Ave,House for Rent,"$1,100"
226,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,5950 S Lowe Ave,House for Rent,$975
227,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,7921 S Union Ave,Condo for Rent,"$1,350"
228,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,1827 W Oakdale Ave,Townhome for Rent,"$2,500"
229,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,111 W Maple St,Condo for Rent,"$1,795"
230,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,2629 N Hampden Ct,Condo for Rent,"$1,375"
231,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,4823-4829 W Addison St,1 Br,$795
232,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,1009-1015 N Clark St,Studio,$815
233,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,8846 S Houston Ave,House for Rent,"$1,100"
234,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,13215 S Indiana Ave,3 Br,$988
235,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,1636 W North Shore Ave,House for Rent,"$1,275"
236,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,5633 S Loomis Blvd,House for Rent,$700
237,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,1509-1517 E 57th St,2 Br,"$1,605 - $2,150"
238,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,7733 S South Shore Dr,Studio - 2 Br,$550 - $775
239,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,2912 N Burling St,Condo for Rent,"$1,950"
240,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,4555 S Champlain Ave,House for Rent,$925
241,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,7834 S Ellis Ave,1 Br,$650
242,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,4706 N Beacon St,1 Br,$850 - $925
243,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,600 W Drummond Pl,Condo for Rent,"$2,800"
244,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,3323-3325 N Lakewood Ave,1 Br,"$1,620"
245,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,50 E 26th St,Condo for Rent,"$2,150"
246,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,2652 W 64th St,House for Rent,$749
247,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,2437 S Hamlin Ave,Townhome for Rent,"$1,200"
248,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,7301 N Sheridan Rd,Studio - 2 Br,"$695 - $1,375"
249,https://web.archive.org/web/20150609161610/https://www.apartments.com/chicago-il/17/,300 N Canal St,1-2 Br,"$2,136 - $3,243"
250,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,4855 S Evans Ave,House for Rent,$875
251,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,758 N Larrabee St,Condo for Rent,"$2,800"
252,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,5701 S Emerald Ave,Condo for Rent,$725
253,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,13215 S Indiana Ave,1-3 Br,$676 - $988
254,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,4527 S Drexel Blvd,Condo for Rent,"$1,395"
255,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,7951 S Ada St,Condo for Rent,$800
256,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,4706 N Beacon St,1 Br,$975
257,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,1255 S Michigan Ave,1-2 Br,"$1,884 - $5,476"
258,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,4659 S Drexel Blvd,1-2 Br,"$1,075 - $2,085"
259,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,1900-1906 W Pratt Blvd,1 Br,$825
260,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,680 N Lake Shore Dr,Condo for Rent,"$4,250"
261,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,50 E 26th St,Condo for Rent,"$2,150"
262,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,1931 E 71st St,Condo for Rent,$685
263,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,8455 S Mackinaw Ave,House for Rent,$950
264,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,2437 S Hamlin Ave,Townhome for Rent,"$1,000"
265,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,551 E 68th St,Condo for Rent,$700
266,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,5120 S Hyde Park Blvd,1 Br,"$813 - $1,098"
267,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,5201 S Cornell Ave,Condo for Rent,"$2,500"
268,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,1509-1517 E 57th St,2 Br,"$1,475 - $2,030"
269,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,7834 S Ellis Ave,2 Br,$750
270,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,3126-3128 N Spaulding Ave,1 Br,"$1,200"
271,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,2727 W Riverview Pky,Townhome for Rent,"$3,150"
272,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,3103 W Wilson Ave,Townhome for Rent,"$1,500"
273,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,7722-7732 S Jeffery Blvd,1 Br,$725
274,https://web.archive.org/web/20150630130036/https://www.apartments.com/chicago-il/18/,1514 E 67th Pl,Condo for Rent,"$1,100"
275,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,7208 S Peoria St,House for Rent,"$1,100"
276,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,7736 N Ashland Ave,2 Br,$895
277,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,301 N Central Park Ave,3 Br,"$1,300"
278,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,3716 N Paulina St,Condo for Rent,"$2,250"
279,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,2858 N Long Ave,Condo for Rent,"$1,250"
280,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,325 W Eugenie St,Townhome for Rent,"$3,300"
281,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,8044 S Escanaba Ave,House for Rent,"$1,100"
282,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,5400 N Sheridan Rd,Condo for Rent,"$1,600"
283,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,6276-6280 W North Ave,1 Br,$775
284,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,2921 S Michigan Ave,Condo for Rent,"$1,150"
285,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,2031 W Moffat St,Condo for Rent,"$2,100"
286,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,10208 S Walden Pky,1 Br,$685
287,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,7255 S Euclid Ave,2 Br,$850
288,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,6943 S King Dr,House for Rent,$950
289,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,300 N Canal St,Studio - 2 Br,"$1,574 - $3,409"
290,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,1555 N Astor St,Condo for Rent,"$4,800"
291,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,920 W Madison St,House for Rent,"$2,100"
292,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,8455 S Mackinaw Ave,House for Rent,$950
293,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,180 N Jefferson St,Condo for Rent,"$1,670"
294,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,1908 W Touhy Ave,Condo for Rent,"$1,200"
295,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,1751-1761 E 73rd Pl,1 Br,$700
296,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,3440 N Lake Shore Dr,Condo for Rent,"$2,600"
297,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,1313 W Randolph St,2 Br,"$2,315 - $3,130"
298,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,5348-5358 N Cumberland Ave,2 Br,"$1,350"
299,https://web.archive.org/web/20150411072854/https://www.apartments.com/chicago-il/19/,3239 N Leavitt St,Condo for Rent,"$1,500"
300,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,337 S Leavitt St,Condo for Rent,"$2,250"
301,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,7834 S Champlain Ave,Condo for Rent,"$1,200"
302,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,2938 W 38th Pl,House for Rent,"$1,400"
303,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,2609 W Belmont Ave,2 Br,"$1,900"
304,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,4867-4871 N Washtenaw Ave,2 Br,"$1,400"
305,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,901 W Argyle St,1 Br,"$1,075"
306,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,401 N Wabash Ave,Condo for Rent,"$3,200"
307,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,440 N Mcclurg Ct,Condo for Rent,"$1,650"
308,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,414 E 109th St,Townhome for Rent,"$1,250"
309,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,3527 S Wallace St,1 Br,"$1,415 - $1,625"
310,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,3016 W Medill Ave,Condo for Rent,"$2,995"
311,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,10637 S State St,House for Rent,"$1,375"
312,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,1222 W Madison St,1-2 Br,"$1,925 - $2,795"
313,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,2046 N Orleans St,Studio - 2 Br,"$995 - $1,950"
314,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,5030-5034 W North Ave,2-3 Br,"$950 - $1,200"
315,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,11614 S Vincennes Ave,House for Rent,"$1,550"
316,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,345 N Canal St,Condo for Rent,"$2,350"
317,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,5031 S Indiana Ave,House for Rent,"$1,200"
318,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,6700 S South Shore Dr,Condo for Rent,"$1,745"
319,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,2713 W Maypole Ave,Condo for Rent,"$1,500"
320,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,7850 S Constance Ave,Studio,$480
321,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,1219 W Albion Ave,2 Br,"$1,950 - $2,000"
322,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,530 N Lake Shore Dr,Condo for Rent,"$2,300"
323,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,5044 N Marine Dr,Condo for Rent,"$1,225"
324,https://web.archive.org/web/20150325131658/https://www.apartments.com/chicago-il/20/,1935 S Wabash Ave,Condo for Rent,"$2,975"
